battery_power,bluetoth,dual_sim,front_cam,4G,int_memory,mob_weight,n_cores,main_cam,px_height,px_width,ram,talk_time,3G,touch_screen,wifi,price_range
1874,1,1,10,0,8,166,7,13,964,1233,1246,2,0,0,1,1
1482,0,0,2,0,48,142,7,10,634,642,2971,12,1,1,1,2
1809,1,0,3,1,59,174,3,4,639,721,2324,16,1,0,1,2
864,1,1,0,1,54,187,2,1,127,1670,3121,16,1,1,1,2
625,1,0,12,1,33,191,1,20,431,550,3801,2,1,0,0,2
1880,1,0,4,1,18,138,3,5,71,699,3333,7,1,0,0,3
1138,0,0,12,1,44,187,8,17,111,1138,3475,3,1,0,0,3
560,0,0,14,0,23,146,8,15,356,1903,2360,18,0,1,1,1
1117,0,0,1,0,12,144,7,8,798,817,2895,16,1,1,0,2
1712,0,0,1,0,63,137,7,12,747,1126,3652,19,1,0,0,3
1836,1,1,3,0,26,134,6,16,408,1139,3097,18,0,1,0,3
1036,1,0,0,0,39,119,7,3,373,926,2101,2,0,1,0,1
1860,1,0,15,0,23,162,4,16,1362,1506,3918,8,0,1,0,3
1375,1,0,3,1,9,145,7,19,475,726,3869,10,1,1,1,3
1945,0,1,0,1,57,195,4,1,743,1753,732,14,1,1,0,1
1896,0,1,8,1,7,141,2,13,447,794,3684,18,1,0,0,3
788,0,1,4,1,57,91,8,12,42,1161,3969,6,1,1,1,3
880,1,1,0,0,33,173,2,2,30,1350,1414,7,1,1,0,0
1323,1,1,10,1,28,131,4,12,162,619,1892,15,1,1,1,1
1868,0,1,0,1,42,169,1,4,347,660,3131,7,1,1,1,3
1266,0,1,0,1,7,184,3,12,346,1468,2532,4,1,1,1,2
1042,0,1,16,1,50,93,7,18,727,1705,3215,20,1,1,1,3
1479,0,0,8,0,19,156,3,10,180,1476,3323,6,1,0,1,3
1476,1,1,0,1,55,171,4,5,1641,1666,1529,3,1,0,1,2
1552,1,0,6,1,13,123,6,9,269,1026,2403,9,1,1,1,2
1454,1,1,1,0,34,83,4,3,250,1033,3419,5,1,1,0,3
1007,0,0,0,0,45,95,5,2,1186,1529,3648,16,0,0,0,3
652,1,1,9,1,17,173,5,11,77,559,1974,12,1,0,0,0
1504,0,0,12,1,34,142,8,15,507,973,2806,7,1,0,1,2
1726,1,1,2,0,51,193,4,3,379,1223,2239,13,1,0,1,2
1029,1,1,5,1,5,171,5,8,264,956,582,4,1,1,1,0
1582,0,0,2,1,44,112,6,13,1486,1797,3890,10,1,1,1,3
1478,1,1,12,0,48,99,5,17,694,882,1141,6,0,0,1,1
1178,1,0,0,0,49,101,5,0,579,596,2511,17,0,0,0,2
707,0,1,2,0,25,131,3,17,495,574,3838,7,1,0,1,3
755,1,0,5,1,51,186,4,12,315,990,2734,16,1,0,1,2
912,1,0,1,0,54,161,8,5,329,1053,2330,20,0,1,0,1
651,1,1,2,1,63,176,5,4,548,858,2244,19,1,1,0,1
1483,0,0,1,1,54,176,7,2,531,758,1851,2,1,1,0,1
914,1,0,2,0,4,100,2,12,191,1495,808,5,1,1,0,0
1456,1,1,7,0,7,105,5,12,823,1104,1587,20,1,0,1,1
1178,0,1,6,0,57,84,3,17,96,1352,2492,10,1,1,0,2
1503,1,0,10,1,43,166,4,14,841,1304,2122,2,1,0,0,2
1681,1,0,2,0,11,158,2,13,195,1205,1122,16,0,1,1,0
715,0,1,4,0,48,160,4,6,21,562,3709,10,0,0,0,2
1876,0,1,3,1,56,182,3,4,235,585,3021,18,1,0,0,2
1190,1,1,9,0,47,186,6,10,1417,1441,624,19,1,1,1,0
1755,1,0,0,1,24,134,7,2,286,1075,3937,7,1,0,1,3
1197,0,0,3,1,20,149,6,7,649,1629,1797,4,1,1,1,1
1048,1,0,10,1,28,194,2,19,966,1975,1458,15,1,0,1,1
1887,1,1,6,1,17,126,8,7,1172,1798,3348,16,1,1,0,3
1772,1,1,3,0,64,116,8,15,270,545,1834,20,0,1,1,1
1421,0,0,0,1,57,165,1,2,781,1657,2775,14,1,0,1,3
1464,0,1,0,1,17,153,6,8,418,1341,1277,19,1,0,0,1
728,0,1,4,0,23,111,4,5,126,817,457,16,1,1,1,0
954,1,0,0,0,50,134,2,11,228,1058,438,2,1,0,0,0
685,0,1,8,1,13,82,7,15,1091,1203,3210,2,1,1,1,3
1472,0,1,1,0,36,130,6,10,1452,1744,985,7,1,1,0,1
853,1,0,10,1,3,200,2,16,674,740,3701,8,1,1,0,3
1469,0,0,0,0,8,123,7,0,398,1133,1052,3,0,1,0,0
1310,1,1,6,0,57,135,8,9,449,889,1175,8,0,0,0,0
1654,0,0,1,0,11,146,7,2,1184,1719,1070,14,1,1,1,1
902,1,0,3,0,3,134,7,9,675,1285,3411,15,0,0,1,3
1448,0,1,13,0,26,156,3,16,1792,1850,1175,6,0,1,0,1
1631,0,1,2,1,3,198,7,12,177,1905,301,13,1,0,0,0
1608,0,1,7,0,28,183,2,13,1013,1158,489,8,0,0,1,0
1991,1,0,5,1,64,145,2,13,1058,1325,1733,8,1,1,0,2
1349,0,1,15,0,62,114,5,16,592,772,2756,4,1,0,0,2
1589,0,0,5,1,51,195,1,18,810,1743,2612,16,1,0,0,2
1844,1,1,1,0,51,158,8,3,533,882,1724,14,0,1,1,1
712,1,1,3,1,35,84,2,10,558,1208,2190,4,1,1,1,1
972,1,0,0,1,54,107,3,4,681,1050,1900,19,1,0,1,1
1406,0,1,2,1,34,98,3,5,1017,1366,3915,2,1,0,1,3
1289,0,0,10,1,25,178,6,12,765,899,1043,11,1,1,0,0
932,0,0,1,0,64,154,7,2,1176,1224,3817,9,1,1,1,3
1747,1,0,6,1,48,94,3,19,947,1131,2362,19,1,1,0,2
1172,1,1,4,0,41,95,3,7,1314,1884,1107,5,0,0,0,1
1128,1,0,12,0,53,84,5,14,609,1370,2982,12,1,1,0,3
664,0,1,0,0,28,106,5,5,754,1497,2042,19,1,1,0,1
513,1,0,6,1,44,186,4,12,619,867,1343,9,1,1,0,0
1742,0,1,9,1,43,170,7,12,453,681,2610,10,1,0,1,2
1512,1,0,12,0,6,162,7,17,205,884,2335,7,1,1,1,2
1986,0,1,3,1,51,165,8,20,282,1358,1614,3,1,1,1,1
965,1,1,5,0,13,109,2,14,130,998,1138,10,0,1,0,0
1067,1,1,3,1,40,122,8,15,494,1989,604,11,1,0,0,0
1583,1,0,5,1,42,118,3,10,275,862,3652,9,1,0,0,3
1653,0,1,2,1,37,176,4,6,447,1785,3955,18,1,1,1,3
1433,0,0,7,0,4,133,8,11,281,799,258,4,1,1,1,0
765,0,0,0,1,18,153,7,0,6,793,1066,16,1,1,0,0
1845,1,1,10,0,61,96,1,12,292,695,1731,6,0,0,0,1
752,0,1,1,0,48,87,7,13,164,728,3860,16,0,0,0,3
1948,0,1,8,0,16,100,5,10,631,1940,3630,17,0,1,0,3
1077,0,1,0,1,45,174,3,4,897,1304,1965,6,1,1,0,1
932,1,0,1,1,60,104,4,2,268,1078,1459,19,1,1,0,0
1968,0,0,0,0,22,115,3,7,861,1259,2323,7,0,0,1,2
1122,0,0,9,0,2,120,4,14,331,790,3291,13,1,1,1,2
1588,0,0,0,1,61,159,1,13,1064,1594,3272,17,1,1,0,3
601,0,0,4,0,26,101,4,18,509,548,918,12,0,0,0,0
1615,0,0,14,0,15,132,4,16,622,1256,3488,3,0,0,1,3
1589,1,1,2,0,58,128,4,4,957,1911,3961,14,1,0,1,3
1417,1,0,2,1,56,114,6,4,494,1649,590,6,1,0,1,0
1697,1,0,1,1,34,95,1,3,236,1264,3701,8,1,1,0,3
1330,1,1,14,0,3,83,5,17,980,1262,463,11,0,0,1,0
1476,0,0,0,1,43,148,2,2,1789,1972,3644,6,1,0,1,3
1579,1,0,0,0,27,142,6,18,831,1484,1713,10,1,1,1,1
1277,0,0,0,1,41,200,4,3,902,1090,429,14,1,1,1,0
1089,1,1,12,1,2,145,5,15,636,1259,2765,10,1,0,1,2
1663,1,1,13,1,27,169,4,14,831,1439,2084,18,1,0,0,2
1949,0,0,0,0,20,186,5,4,518,592,1125,9,0,0,0,1
1138,0,0,5,1,48,109,3,14,233,1777,2048,18,1,1,1,2
685,0,0,7,0,17,174,6,20,725,870,1223,18,1,0,1,0
1889,0,0,5,1,31,132,1,10,170,1106,3672,3,1,1,1,3
857,1,1,3,0,17,195,7,9,157,948,3100,13,1,1,0,2
1902,0,1,6,0,50,124,8,9,1142,1393,343,18,0,1,0,0
1225,1,0,0,0,15,155,5,0,840,982,1970,15,1,1,0,1
1066,0,0,5,0,39,131,5,17,401,1586,2728,17,1,1,1,2
1554,1,1,11,0,5,124,3,12,395,1579,3635,18,0,0,0,3
1337,0,0,13,0,31,186,2,20,48,644,2180,16,1,0,1,1
1926,1,1,1,1,33,172,3,2,982,1157,2488,14,1,0,0,2
869,0,1,3,0,34,104,2,4,478,539,3864,11,1,0,0,3
1278,1,1,1,0,54,104,8,16,581,750,1155,20,0,0,1,0
1773,1,0,16,1,32,170,6,18,1215,1472,3566,13,1,0,1,3
1661,1,1,1,1,6,109,7,2,594,1337,864,2,1,0,1,1
1438,0,0,0,1,32,176,7,6,683,1663,869,9,1,1,1,0
1661,1,0,0,0,29,119,2,0,536,861,591,9,1,1,1,0
1846,1,0,1,0,19,159,1,2,83,773,1333,11,0,1,1,1
1260,1,1,2,1,23,123,7,10,905,1313,2208,10,1,0,1,2
512,1,1,7,0,15,83,3,15,249,1849,2610,15,0,1,1,2
581,0,0,0,0,59,185,5,6,803,1613,2819,9,0,0,1,2
1872,1,0,6,0,44,134,3,15,459,1259,1955,15,1,0,1,2
687,1,0,9,1,50,151,4,20,584,1151,3416,8,1,1,0,3
1062,1,1,6,0,10,160,1,13,1596,1807,3803,16,0,0,1,3
1678,1,1,11,0,7,192,1,14,418,1763,574,19,1,0,0,0
1417,1,0,10,1,45,166,4,19,364,1029,2129,12,1,0,1,1
1074,0,1,2,1,9,103,6,14,946,952,1948,18,1,1,1,1
1832,0,0,2,0,2,90,7,6,186,654,2978,18,0,0,0,2
1039,0,0,0,1,12,200,8,0,1428,1827,1619,10,1,1,1,1
1059,0,0,8,0,61,134,3,18,1613,1916,3716,11,1,1,0,3
1606,0,0,3,0,57,154,4,4,1127,1924,3454,20,0,0,1,3
1928,1,0,9,1,19,187,3,20,691,1580,3777,13,1,1,1,3
1875,1,1,11,1,55,91,1,17,1802,1942,2712,6,1,0,1,3
1128,1,0,9,1,46,135,8,10,751,1582,1434,11,1,0,0,1
1748,0,1,6,1,14,146,3,7,859,1234,3968,3,1,0,1,3
1413,0,1,5,0,51,117,5,11,187,517,3383,2,0,0,0,3
825,0,1,0,1,23,86,2,0,206,1917,3278,2,1,0,1,3
1589,1,0,3,1,26,100,8,16,1673,1759,3970,18,1,0,1,3
535,1,1,8,1,54,145,8,15,710,939,2674,10,1,0,0,2
1780,1,0,6,0,27,190,4,11,1331,1463,2776,14,1,1,1,3
1671,0,1,7,1,61,129,2,11,263,848,2336,7,1,0,0,2
1821,0,0,9,1,12,114,1,18,97,1803,2430,6,1,1,1,2
1076,1,0,3,1,38,119,6,8,129,915,891,9,1,1,0,0
532,1,1,3,0,8,193,5,10,1213,1354,728,8,1,1,0,0
777,1,0,3,0,30,148,5,17,189,1143,3886,7,1,0,0,3
1217,1,0,3,0,17,182,4,13,628,632,1711,9,1,0,1,1
1656,1,1,0,0,16,117,7,2,320,899,2856,20,1,1,1,2
1185,0,0,0,0,31,152,8,7,837,1642,2447,3,1,1,1,2
577,0,0,8,1,37,161,6,20,1087,1450,814,19,1,1,1,0
737,1,1,7,0,49,193,4,16,781,1463,2951,10,0,1,0,2
704,0,1,4,0,53,186,6,6,251,1013,3653,15,1,1,1,2
525,1,1,5,0,51,137,8,11,262,1587,1891,12,0,1,0,1
504,1,1,5,0,16,166,1,9,767,1665,701,15,1,0,1,0
793,0,1,1,1,38,176,4,7,1226,1815,3139,12,1,1,1,3
569,0,1,2,0,39,184,8,9,389,739,2811,7,1,0,1,1
1590,0,1,3,1,21,160,5,18,920,963,1701,4,1,0,1,1
707,0,0,0,1,16,194,2,0,1027,1508,1853,12,1,1,1,1
767,0,0,16,1,19,185,6,17,271,1000,2445,6,1,1,1,1
1350,1,1,0,1,50,181,8,4,369,544,2287,8,1,1,0,1
1117,1,1,0,0,31,146,2,7,1258,1627,2003,14,0,1,1,2
641,1,0,0,1,7,192,1,3,417,759,3595,19,1,1,1,2
1002,0,1,0,1,35,83,2,4,1345,1416,1726,19,1,0,1,1
1408,1,1,10,0,45,89,5,14,613,1088,3952,3,0,0,1,3
1900,1,1,1,0,41,190,8,6,912,1596,850,4,1,1,1,1
726,0,0,0,0,43,101,8,0,666,760,1446,8,1,1,0,0
1544,0,0,12,1,45,113,8,20,236,857,1300,18,1,1,0,1
1454,1,0,6,1,21,160,4,10,186,1100,719,10,1,1,1,0
1230,1,1,6,0,26,123,5,7,416,676,988,9,0,1,1,0
1552,0,0,10,1,53,180,8,18,430,658,2606,12,1,0,0,2
1519,0,0,0,0,32,200,1,10,168,1239,2912,15,1,1,0,2
723,1,0,4,0,30,102,1,7,1467,1901,2339,17,0,1,1,2
1191,0,1,2,0,13,169,1,7,179,1813,1028,8,1,1,1,0
1168,0,0,9,0,61,90,8,10,159,1578,3173,17,0,0,1,3
1229,0,1,15,0,14,191,2,16,120,1878,1667,17,0,0,1,1
1758,1,0,11,1,13,190,8,14,762,1864,1897,15,1,0,0,2
1290,0,0,0,0,3,143,6,4,600,1109,1214,15,0,1,1,1
574,0,1,16,0,38,90,6,17,286,1171,3269,10,0,1,0,2
1271,1,0,12,0,32,113,7,15,1350,1949,445,14,0,0,1,0
1170,1,0,4,0,30,83,8,15,27,1722,1073,8,1,1,0,0
1269,1,0,14,0,52,118,2,15,1597,1920,665,5,0,0,0,1
1288,0,1,15,0,50,121,2,20,1177,1809,3129,2,0,0,0,3
1366,1,1,0,1,34,150,2,9,402,964,3501,3,1,0,0,3
1572,1,1,7,1,8,169,5,8,577,1237,3461,10,1,1,1,3
1627,0,1,9,1,32,180,6,16,52,1082,3206,16,1,1,0,3
1701,1,0,13,1,46,115,2,15,364,828,3717,10,1,1,0,3
1900,1,1,0,1,55,171,1,1,934,1241,3917,18,1,0,1,3
1974,0,0,4,0,24,80,7,13,250,545,861,6,1,0,1,0
1197,1,1,9,0,20,129,5,10,214,1710,2885,14,1,1,1,2
587,1,1,4,0,6,170,1,16,612,1793,2777,14,1,1,0,2
934,0,0,7,0,24,112,5,12,1111,1463,1017,9,0,0,1,0
1195,0,1,1,1,23,82,4,9,163,1100,980,17,1,0,0,0
1853,1,0,2,0,23,92,1,15,202,1951,2775,17,1,0,0,3
1164,0,0,4,1,19,95,8,18,729,1704,3309,3,1,0,1,3
1512,1,0,8,1,18,88,3,17,1079,1897,3607,6,1,1,1,3
1232,0,1,1,1,24,169,5,17,361,809,1257,16,1,0,0,0
1813,1,1,0,1,5,198,3,8,338,1306,759,14,1,1,0,0
946,1,1,17,0,5,166,3,20,1698,1771,3720,4,0,1,0,3
739,1,1,2,1,58,88,3,4,1052,1536,475,6,1,0,1,0
704,1,0,8,1,29,80,1,10,1108,1509,1122,10,1,1,1,0
1663,1,0,0,0,40,147,4,15,951,1545,1336,15,1,0,0,1
1966,1,1,2,0,40,185,8,18,1197,1987,1185,20,0,1,0,2
1219,0,1,0,0,17,196,5,4,473,1022,705,6,0,1,1,0
612,1,0,6,0,35,181,5,12,1294,1337,3169,6,0,0,0,2
1658,1,0,0,1,39,182,1,5,410,522,3483,15,1,0,1,3
1263,0,0,12,0,64,175,5,18,178,1883,1183,17,0,0,1,1
1395,1,0,0,1,55,118,3,1,782,1787,3373,16,1,1,0,3
621,1,1,0,0,54,151,4,20,434,910,2801,5,1,1,1,2
652,0,1,1,0,58,142,3,2,464,781,565,9,0,0,1,0
1175,0,0,10,0,25,145,2,12,137,1501,3153,12,1,0,0,2
561,1,0,0,0,11,163,8,10,492,1176,3421,5,1,1,1,2
1137,0,0,6,1,3,173,5,7,1250,1285,316,17,1,0,0,0
1835,1,0,4,1,11,193,7,13,385,583,448,14,1,0,0,0
1170,0,1,2,0,40,169,6,5,427,684,2366,2,1,1,1,1
1595,1,1,0,1,44,85,4,20,1024,1838,3881,9,1,0,1,3
1719,1,0,0,0,12,122,8,7,240,904,462,5,0,0,0,0
1770,0,1,0,0,7,128,7,6,886,1552,1480,17,1,0,0,1
1312,0,1,0,1,28,163,2,0,1233,1854,1087,14,1,0,0,1
1878,0,1,5,1,56,139,5,13,183,559,2711,3,1,1,1,2
1871,1,0,7,1,20,81,7,14,88,1682,2144,12,1,1,1,2
922,0,1,1,1,35,188,7,15,1016,1383,1165,4,1,1,1,0
1975,1,0,6,1,16,128,8,11,80,655,2998,13,1,1,0,2
1212,0,0,1,1,46,102,4,8,611,1715,2249,4,1,1,1,2
1430,1,0,3,0,56,179,3,5,569,906,752,17,0,0,1,0
1958,1,1,0,0,4,190,2,3,304,637,1409,3,0,0,0,1
1836,1,1,0,1,30,184,7,15,276,1230,3072,5,1,1,0,3
557,1,0,0,0,24,125,3,0,1131,1315,1305,3,1,0,1,0
539,1,1,9,0,21,145,7,14,551,599,3597,9,0,0,0,2
880,0,1,1,0,44,172,8,15,436,1302,3132,6,0,1,1,2
1369,1,1,6,0,34,162,1,7,553,727,3856,18,0,1,1,3
1109,1,1,1,0,39,98,1,9,1391,1787,1524,7,1,1,1,1
843,0,1,0,0,16,166,5,6,981,1096,3673,20,1,0,1,3
598,0,1,7,0,21,196,2,10,680,1173,3293,7,1,0,1,2
972,1,1,1,0,5,126,4,2,687,816,3035,19,1,0,1,2
1944,1,0,5,1,36,197,6,18,1060,1970,584,13,1,1,0,1
1225,0,1,0,1,2,138,7,1,217,1101,2675,15,1,1,0,2
644,1,1,7,1,30,114,1,16,1140,1654,2382,19,1,0,1,2
1919,0,0,5,1,48,150,4,6,304,1191,1391,12,1,0,1,1
501,0,0,12,1,54,131,4,19,504,1089,2346,2,1,0,1,1
1620,1,1,0,1,30,185,3,3,832,1033,606,18,1,0,0,0
1227,1,1,0,0,34,130,3,3,935,1781,1324,12,0,1,1,1
1359,1,1,1,1,58,107,6,3,446,901,1076,4,1,1,1,0
1914,0,0,1,0,35,118,8,2,942,1701,643,8,1,0,1,1
1645,1,0,1,0,21,123,7,2,897,1308,783,20,1,0,0,0
1063,1,0,0,1,26,101,5,2,1208,1232,3809,5,1,0,1,3
946,0,0,0,1,19,154,8,0,159,630,2104,16,1,1,0,1
1231,0,1,5,0,54,185,3,10,632,1184,1762,6,1,1,0,1
1397,0,1,13,0,9,87,6,18,1308,1991,3137,11,1,1,1,3
701,1,0,7,0,15,160,3,11,1002,1256,1756,17,1,1,1,1
570,1,1,2,0,9,111,7,5,1331,1917,3663,14,0,0,0,3
1993,1,0,10,1,27,147,8,11,150,510,2437,9,1,0,0,2
955,0,1,4,0,43,143,5,8,1248,1511,1432,9,1,1,1,1
924,0,1,0,1,47,167,8,6,108,1813,1620,12,1,0,0,1
600,0,0,0,0,14,112,5,2,320,747,1655,9,0,0,0,0
518,0,1,0,0,3,178,7,1,437,1947,2832,8,1,0,1,2
1063,1,0,0,1,31,95,6,10,295,935,961,5,1,1,0,0
920,1,0,2,0,46,149,3,3,1058,1421,2608,2,0,0,1,2
1715,0,0,4,1,3,171,5,6,79,1652,514,13,1,0,0,0
1841,1,1,6,0,14,167,8,8,593,672,2304,18,0,0,1,2
543,1,1,4,1,60,132,5,7,693,1031,933,5,1,1,0,0
1762,1,1,13,1,25,189,1,14,300,527,1896,20,1,1,1,1
1112,1,1,1,0,53,121,4,16,234,739,3655,20,1,1,0,3
709,1,1,0,0,35,136,1,0,1545,1596,1973,16,0,1,1,1
1315,1,0,7,0,64,128,7,16,59,575,3278,13,0,0,0,2
1762,1,0,10,1,15,107,8,11,1103,1364,2183,11,1,1,0,2
1462,1,1,1,0,25,182,7,18,91,1478,824,13,1,0,1,0
571,0,1,8,0,35,186,7,20,177,1282,2598,8,1,1,0,1
666,1,1,7,1,54,81,3,13,58,1353,1254,9,1,1,1,0
1994,0,1,2,1,7,146,8,7,447,1435,3622,20,1,0,1,3
1583,1,1,11,0,14,148,7,16,942,1651,1704,2,1,0,1,2
1778,0,1,3,1,45,132,4,17,88,516,1624,9,1,1,0,1
1926,1,0,13,1,50,179,6,17,371,1000,3809,17,1,1,0,3
966,1,0,9,1,50,117,4,10,1446,1754,2574,5,1,0,1,2
568,0,0,1,0,36,179,3,4,181,1703,950,9,1,0,0,0
1897,0,0,1,1,21,192,8,2,1311,1935,273,3,1,1,1,0
1695,0,1,6,1,46,200,3,9,1791,1898,446,15,1,1,1,1
1623,1,0,6,1,61,120,7,12,1568,1832,1510,17,1,1,0,2
914,1,0,0,1,26,147,4,0,706,721,1122,2,1,1,1,0
1721,1,1,4,1,33,128,4,5,871,1048,707,5,1,1,1,0
890,1,1,4,0,44,198,8,13,1074,1873,751,3,0,0,0,0
600,0,0,1,0,48,191,3,7,501,1465,3393,8,1,0,0,2
1677,0,1,4,0,11,124,6,8,271,1477,3771,12,1,0,0,3
723,0,0,0,1,3,168,4,3,920,1748,1851,16,1,0,0,1
638,0,1,11,0,27,102,4,17,1171,1383,2735,9,1,1,0,2
852,0,1,4,1,62,104,7,13,293,1159,2253,7,1,1,0,1
1979,1,1,0,0,32,165,7,1,833,1630,452,14,0,1,0,0
710,1,0,6,0,32,151,5,9,485,857,1419,18,0,1,0,0
1034,0,1,2,1,45,190,3,4,182,1293,969,7,1,0,0,0
600,0,1,8,1,22,145,1,11,207,1162,3441,5,1,0,0,2
1027,0,0,2,1,64,103,2,7,1698,1747,3786,12,1,0,0,3
1260,0,0,5,1,13,106,6,6,165,736,2710,8,1,1,0,2
1793,0,1,10,0,12,169,6,17,1086,1418,3533,15,1,1,1,3
675,0,0,10,0,60,144,5,15,192,757,1735,13,1,0,1,0
658,1,0,0,1,12,103,7,3,1156,1750,3587,20,1,0,0,3
1694,1,0,0,1,34,102,7,7,377,549,2298,2,1,1,0,2
804,1,1,12,1,41,89,1,13,709,818,2027,11,1,0,0,1
1713,0,1,1,0,27,127,7,3,729,974,2406,20,1,0,1,2
706,0,0,13,1,31,108,3,19,543,938,2419,4,1,0,1,1
1362,0,0,3,0,25,131,7,9,553,1505,995,18,0,1,1,0
1527,0,0,10,1,60,154,5,14,526,1116,2078,11,1,1,1,2
768,0,1,0,0,19,159,2,1,637,991,1145,7,0,0,1,0
1314,0,1,8,1,41,155,4,12,113,577,626,4,1,1,1,0
705,1,0,5,1,57,155,6,9,1114,1374,1509,18,1,1,1,1
1403,0,0,2,1,26,164,5,3,461,1251,3371,9,1,0,1,3
1486,0,0,7,0,52,85,4,15,1430,1747,297,15,0,1,0,0
781,0,0,2,0,38,198,5,7,304,1674,3508,5,0,0,1,3
986,1,0,1,1,23,183,8,3,471,800,2385,19,1,0,0,1
1310,0,0,0,0,33,105,1,14,806,1016,1301,19,0,0,1,1
560,1,1,6,1,57,81,3,12,80,1327,2167,7,1,0,1,1
1348,0,0,0,0,43,116,5,6,204,501,3914,8,1,0,1,3
1567,0,1,3,0,22,119,6,6,545,1621,2312,18,1,0,0,2
1940,1,1,4,0,17,93,5,7,112,858,2297,8,0,1,0,2
1979,1,1,0,1,19,176,3,9,1331,1532,411,2,1,1,1,0
561,1,1,7,1,2,193,3,13,1055,1294,665,4,1,1,0,0
1717,1,0,1,0,62,130,1,3,609,810,3226,5,0,1,0,3
535,0,0,1,1,48,113,1,4,290,811,740,18,1,1,0,0
1413,0,1,4,1,39,185,5,12,1039,1318,3878,4,1,0,0,3
1358,0,1,0,0,20,135,7,0,1485,1655,3406,11,0,0,1,3
1519,0,0,2,0,30,112,7,8,1122,1702,2440,10,1,1,1,2
1254,0,1,2,0,50,108,5,6,462,1013,3959,17,1,1,0,3
1591,1,0,3,1,49,154,6,7,1384,1883,3703,20,1,1,0,3
977,1,1,2,0,35,165,2,15,1502,1862,3714,10,0,1,1,3
1640,1,0,10,1,21,169,7,14,589,1301,337,5,1,1,0,0
663,0,1,0,0,25,183,2,1,82,1605,3176,2,1,0,1,2
1744,1,0,1,1,20,112,8,3,68,718,1205,14,1,0,0,1
1624,0,1,8,0,28,150,2,10,689,699,2473,2,1,0,0,2
1108,1,1,14,1,2,169,7,20,208,1742,1229,4,1,1,0,0
1188,1,1,0,1,9,114,2,0,1339,1558,2896,16,1,0,1,3
817,0,0,0,0,11,144,3,11,722,766,2039,19,0,1,0,1
863,0,1,5,1,6,133,4,13,717,1799,520,18,1,0,1,0
1397,0,1,5,1,3,121,3,15,433,1658,1378,4,1,1,1,1
1108,0,0,3,0,49,140,5,12,1298,1666,3254,16,1,0,0,3
1068,0,1,1,1,37,184,7,13,186,1998,1803,7,1,0,0,1
1702,1,0,12,1,52,145,2,15,1397,1491,2501,4,1,0,0,3
808,0,1,0,0,8,192,4,1,618,1891,3762,12,1,0,1,3
1156,0,0,6,0,61,89,7,9,1214,1262,1796,13,0,1,1,1
1271,0,1,2,0,54,159,8,3,613,650,990,6,0,1,1,0
696,0,0,6,0,51,197,3,8,649,907,2630,9,0,0,1,1
1981,1,1,13,0,45,175,6,18,193,1234,1380,13,0,1,0,1
614,0,1,0,1,58,128,7,2,22,519,3487,11,1,1,1,2
1590,0,1,0,0,7,122,3,17,1464,1595,1201,18,1,1,1,1
1945,0,0,4,0,21,113,3,10,280,895,3015,15,0,0,0,3
1135,1,1,9,0,43,158,1,11,690,1589,3204,6,1,0,0,3
1049,0,1,8,1,2,172,6,10,39,1564,433,6,1,0,0,0
1807,1,0,2,0,49,125,1,10,337,1384,1906,13,0,1,1,2
984,1,0,13,1,42,98,7,17,1036,1611,898,13,1,1,0,0
720,1,1,0,1,61,96,7,8,1347,1733,2799,15,1,0,1,3
1536,0,0,12,0,13,105,7,20,22,1634,2020,16,1,1,0,2
771,1,0,3,0,25,86,4,6,327,922,770,20,0,1,0,0
503,0,0,3,0,57,185,6,11,778,1291,305,16,0,0,1,0
675,0,0,1,0,42,187,7,2,482,874,2953,13,1,1,0,2
1936,1,1,13,1,34,182,7,14,591,1089,1671,9,1,0,1,1
1303,0,1,0,1,15,138,3,10,229,1604,2574,14,1,1,1,2
1004,1,1,0,0,35,141,6,9,901,1162,3772,18,0,1,1,3
1972,0,1,0,0,37,102,2,1,715,1648,2870,17,0,0,0,3
1822,0,0,0,0,8,195,6,0,172,910,2577,8,1,1,0,2
1159,1,0,5,1,18,83,1,7,681,723,2246,3,1,1,0,1
1782,1,1,6,1,58,157,1,13,867,999,2405,16,1,0,1,2
894,0,1,16,0,16,168,8,20,286,1300,3377,6,1,1,1,2
1884,0,1,7,1,43,185,1,18,451,819,3619,7,1,1,1,3
1648,1,0,1,1,17,142,2,3,1119,1238,1184,2,1,0,1,1
798,0,0,5,0,4,96,3,9,526,643,2965,14,1,1,0,2
802,1,1,1,0,45,157,3,9,1299,1633,3713,8,0,0,0,3
1276,1,1,2,0,53,130,2,3,217,735,3798,8,1,1,1,3
1331,1,0,0,0,16,165,2,7,1109,1226,1026,20,1,0,1,1
1620,0,1,6,0,5,186,6,18,434,1339,1086,13,1,0,0,1
1996,0,0,5,1,51,122,4,9,671,1445,2236,12,1,0,1,2
1092,0,1,8,0,45,185,1,10,1404,1424,1303,20,0,1,1,1
1018,1,1,7,0,63,155,5,18,856,883,3048,2,0,0,1,2
545,0,0,0,1,11,131,3,1,381,1452,616,19,1,1,1,0
554,1,0,0,0,12,105,6,10,85,806,3764,4,0,1,1,2
1264,0,1,2,1,34,171,3,3,562,849,419,3,1,1,1,0
1030,0,1,3,1,58,138,6,20,1111,1812,2858,18,1,1,1,3
1432,1,1,6,1,39,164,4,18,209,947,504,10,1,1,0,0
558,1,0,1,1,49,142,5,4,997,1605,392,8,1,1,1,0
